A112109 - Number of Workers in household (6) (Households),,,
Current date: 11/15/2022 12:36:46 PM (Eastern Standard Time),,,
RESIDENCE,Number of Workers in Household 6,Output,Households
"TAZ 00000320, Honolulu County, Hawaii",1 worker,Margin of Error,22
"TAZ 00000320, Honolulu County, Hawaii",2 workers,Estimate,10
"TAZ 00000320, Honolulu County, Hawaii",2 workers,Margin of Error,13
"TAZ 00000320, Honolulu County, Hawaii",3 workers,Estimate,4
"TAZ 00000320, Honolulu County, Hawaii",3 workers,Margin of Error,10
"TAZ 00000320, Honolulu County, Hawaii",4-or-more workers,Estimate,15
"TAZ 00000320, Honolulu County, Hawaii",4-or-more workers,Margin of Error,19
"TAZ 00000321, Honolulu County, Hawaii","Total, number of workers in household",Estimate,265
"TAZ 00000321, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,40
"TAZ 00000321, Honolulu County, Hawaii",0 workers,Estimate,65
"TAZ 00000321, Honolulu County, Hawaii",0 workers,Margin of Error,29
"TAZ 00000321, Honolulu County, Hawaii",1 worker,Estimate,60
"TAZ 00000321, Honolulu County, Hawaii",1 worker,Margin of Error,35
"TAZ 00000321, Honolulu County, Hawaii",2 workers,Estimate,85
"TAZ 00000321, Honolulu County, Hawaii",2 workers,Margin of Error,41
"TAZ 00000321, Honolulu County, Hawaii",3 workers,Estimate,30
"TAZ 00000321, Honolulu County, Hawaii",3 workers,Margin of Error,16
"TAZ 00000321, Honolulu County, Hawaii",4-or-more workers,Estimate,25
"TAZ 00000321, Honolulu County, Hawaii",4-or-more workers,Margin of Error,22
"TAZ 00000322, Honolulu County, Hawaii","Total, number of workers in household",Estimate,525
"TAZ 00000322, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,61
"TAZ 00000322, Honolulu County, Hawaii",0 workers,Estimate,145
"TAZ 00000322, Honolulu County, Hawaii",0 workers,Margin of Error,52
"TAZ 00000322, Honolulu County, Hawaii",1 worker,Estimate,140
"TAZ 00000322, Honolulu County, Hawaii",1 worker,Margin of Error,58
"TAZ 00000322, Honolulu County, Hawaii",2 workers,Estimate,175
"TAZ 00000322, Honolulu County, Hawaii",2 workers,Margin of Error,50
"TAZ 00000322, Honolulu County, Hawaii",3 workers,Estimate,30
"TAZ 00000322, Honolulu County, Hawaii",3 workers,Margin of Error,24
"TAZ 00000322, Honolulu County, Hawaii",4-or-more workers,Estimate,40
"TAZ 00000322, Honolulu County, Hawaii",4-or-more workers,Margin of Error,29
"TAZ 00000323, Honolulu County, Hawaii","Total, number of workers in household",Estimate,"1,050"
"TAZ 00000323, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,57
"TAZ 00000323, Honolulu County, Hawaii",0 workers,Estimate,120
"TAZ 00000323, Honolulu County, Hawaii",0 workers,Margin of Error,52
"TAZ 00000323, Honolulu County, Hawaii",1 worker,Estimate,245
"TAZ 00000323, Honolulu County, Hawaii",1 worker,Margin of Error,79
"TAZ 00000323, Honolulu County, Hawaii",2 workers,Estimate,320
"TAZ 00000323, Honolulu County, Hawaii",2 workers,Margin of Error,94
"TAZ 00000323, Honolulu County, Hawaii",3 workers,Estimate,260
"TAZ 00000323, Honolulu County, Hawaii",3 workers,Margin of Error,95
"TAZ 00000323, Honolulu County, Hawaii",4-or-more workers,Estimate,110
"TAZ 00000323, Honolulu County, Hawaii",4-or-more workers,Margin of Error,68
"TAZ 00000324, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000324, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000324, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000324, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000324, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000324, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000324, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000324, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000324, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000324, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000324, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000324, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000325, Honolulu County, Hawaii","Total, number of workers in household",Estimate,530
"TAZ 00000325, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,79
"TAZ 00000325, Honolulu County, Hawaii",0 workers,Estimate,210
"TAZ 00000325, Honolulu County, Hawaii",0 workers,Margin of Error,62
"TAZ 00000325, Honolulu County, Hawaii",1 worker,Estimate,150
"TAZ 00000325, Honolulu County, Hawaii",1 worker,Margin of Error,71
"TAZ 00000325, Honolulu County, Hawaii",2 workers,Estimate,95
"TAZ 00000325, Honolulu County, Hawaii",2 workers,Margin of Error,53
"TAZ 00000325, Honolulu County, Hawaii",3 workers,Estimate,55
"TAZ 00000325, Honolulu County, Hawaii",3 workers,Margin of Error,52
"TAZ 00000325, Honolulu County, Hawaii",4-or-more workers,Estimate,20
"TAZ 00000325, Honolulu County, Hawaii",4-or-more workers,Margin of Error,24
"TAZ 00000326, Honolulu County, Hawaii","Total, number of workers in household",Estimate,"1,025"
"TAZ 00000326, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,91
"TAZ 00000326, Honolulu County, Hawaii",0 workers,Estimate,360
"TAZ 00000326, Honolulu County, Hawaii",0 workers,Margin of Error,106
"TAZ 00000326, Honolulu County, Hawaii",1 worker,Estimate,350
"TAZ 00000326, Honolulu County, Hawaii",1 worker,Margin of Error,104
"TAZ 00000326, Honolulu County, Hawaii",2 workers,Estimate,145
"TAZ 00000326, Honolulu County, Hawaii",2 workers,Margin of Error,71
"TAZ 00000326, Honolulu County, Hawaii",3 workers,Estimate,130
"TAZ 00000326, Honolulu County, Hawaii",3 workers,Margin of Error,62
"TAZ 00000326, Honolulu County, Hawaii",4-or-more workers,Estimate,45
"TAZ 00000326, Honolulu County, Hawaii",4-or-more workers,Margin of Error,33
"TAZ 00000327, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000327, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000327, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000327, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000327, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000327, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000327, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000327, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000327, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000327, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000327, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000327, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000328, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000328, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000328, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000328, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000328, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000328, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000328, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000328, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000328, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000328, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000328, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000328, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000329, Honolulu County, Hawaii","Total, number of workers in household",Estimate,225
"TAZ 00000329, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,42
"TAZ 00000329, Honolulu County, Hawaii",0 workers,Estimate,25
"TAZ 00000329, Honolulu County, Hawaii",0 workers,Margin of Error,19
"TAZ 00000329, Honolulu County, Hawaii",1 worker,Estimate,80
"TAZ 00000329, Honolulu County, Hawaii",1 worker,Margin of Error,32
"TAZ 00000329, Honolulu County, Hawaii",2 workers,Estimate,100
"TAZ 00000329, Honolulu County, Hawaii",2 workers,Margin of Error,44
"TAZ 00000329, Honolulu County, Hawaii",3 workers,Estimate,10
"TAZ 00000329, Honolulu County, Hawaii",3 workers,Margin of Error,14
"TAZ 00000329, Honolulu County, Hawaii",4-or-more workers,Estimate,10
"TAZ 00000329, Honolulu County, Hawaii",4-or-more workers,Margin of Error,20
"TAZ 00000330, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000330, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000330, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000330, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000330, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000330, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000330, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000330, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000330, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000330, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000330, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000330, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000331, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000331, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000331, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000331, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000331, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000331, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000331, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000331, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000331, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000331, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000331, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000331, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000332, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000332, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000332, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000332, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000332, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000332, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000332, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000332, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000332, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000332, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000332, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000332, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000333, Honolulu County, Hawaii","Total, number of workers in household",Estimate,110
"TAZ 00000333, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,41
"TAZ 00000333, Honolulu County, Hawaii",0 workers,Estimate,45
"TAZ 00000333, Honolulu County, Hawaii",0 workers,Margin of Error,32
"TAZ 00000333, Honolulu County, Hawaii",1 worker,Estimate,30
"TAZ 00000333, Honolulu County, Hawaii",1 worker,Margin of Error,21
"TAZ 00000333, Honolulu County, Hawaii",2 workers,Estimate,20
"TAZ 00000333, Honolulu County, Hawaii",2 workers,Margin of Error,17
"TAZ 00000333, Honolulu County, Hawaii",3 workers,Estimate,15
"TAZ 00000333, Honolulu County, Hawaii",3 workers,Margin of Error,28
"TAZ 00000333, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000333, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000334, Honolulu County, Hawaii","Total, number of workers in household",Estimate,510
"TAZ 00000334, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,72
"TAZ 00000334, Honolulu County, Hawaii",0 workers,Estimate,115
"TAZ 00000334, Honolulu County, Hawaii",0 workers,Margin of Error,49
"TAZ 00000334, Honolulu County, Hawaii",1 worker,Estimate,235
"TAZ 00000334, Honolulu County, Hawaii",1 worker,Margin of Error,64
"TAZ 00000334, Honolulu County, Hawaii",2 workers,Estimate,140
"TAZ 00000334, Honolulu County, Hawaii",2 workers,Margin of Error,49
"TAZ 00000334, Honolulu County, Hawaii",3 workers,Estimate,15
"TAZ 00000334, Honolulu County, Hawaii",3 workers,Margin of Error,17
"TAZ 00000334, Honolulu County, Hawaii",4-or-more workers,Estimate,4
"TAZ 00000334, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000335, Honolulu County, Hawaii","Total, number of workers in household",Estimate,425
"TAZ 00000335, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,21
"TAZ 00000335, Honolulu County, Hawaii",0 workers,Estimate,130
"TAZ 00000335, Honolulu County, Hawaii",0 workers,Margin of Error,33
"TAZ 00000335, Honolulu County, Hawaii",1 worker,Estimate,225
"TAZ 00000335, Honolulu County, Hawaii",1 worker,Margin of Error,40
"TAZ 00000335, Honolulu County, Hawaii",2 workers,Estimate,55
"TAZ 00000335, Honolulu County, Hawaii",2 workers,Margin of Error,25
"TAZ 00000335, Honolulu County, Hawaii",3 workers,Estimate,10
"TAZ 00000335, Honolulu County, Hawaii",3 workers,Margin of Error,14
"TAZ 00000335, Honolulu County, Hawaii",4-or-more workers,Estimate,4
"TAZ 00000335, Honolulu County, Hawaii",4-or-more workers,Margin of Error,10
"TAZ 00000336, Honolulu County, Hawaii","Total, number of workers in household",Estimate,130
"TAZ 00000336, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,34
"TAZ 00000336, Honolulu County, Hawaii",0 workers,Estimate,20
"TAZ 00000336, Honolulu County, Hawaii",0 workers,Margin of Error,21
"TAZ 00000336, Honolulu County, Hawaii",1 worker,Estimate,35
"TAZ 00000336, Honolulu County, Hawaii",1 worker,Margin of Error,27
"TAZ 00000336, Honolulu County, Hawaii",2 workers,Estimate,50
"TAZ 00000336, Honolulu County, Hawaii",2 workers,Margin of Error,26
"TAZ 00000336, Honolulu County, Hawaii",3 workers,Estimate,15
"TAZ 00000336, Honolulu County, Hawaii",3 workers,Margin of Error,14
"TAZ 00000336, Honolulu County, Hawaii",4-or-more workers,Estimate,10
"TAZ 00000336, Honolulu County, Hawaii",4-or-more workers,Margin of Error,13
"TAZ 00000337, Honolulu County, Hawaii","Total, number of workers in household",Estimate,400
"TAZ 00000337, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,47
"TAZ 00000337, Honolulu County, Hawaii",0 workers,Estimate,110
"TAZ 00000337, Honolulu County, Hawaii",0 workers,Margin of Error,44
"TAZ 00000337, Honolulu County, Hawaii",1 worker,Estimate,95
"TAZ 00000337, Honolulu County, Hawaii",1 worker,Margin of Error,42
"TAZ 00000337, Honolulu County, Hawaii",2 workers,Estimate,120
"TAZ 00000337, Honolulu County, Hawaii",2 workers,Margin of Error,45
"TAZ 00000337, Honolulu County, Hawaii",3 workers,Estimate,35
"TAZ 00000337, Honolulu County, Hawaii",3 workers,Margin of Error,19
"TAZ 00000337, Honolulu County, Hawaii",4-or-more workers,Estimate,40
"TAZ 00000337, Honolulu County, Hawaii",4-or-more workers,Margin of Error,26
"TAZ 00000338, Honolulu County, Hawaii","Total, number of workers in household",Estimate,470
"TAZ 00000338, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,91
"TAZ 00000338, Honolulu County, Hawaii",0 workers,Estimate,65
"TAZ 00000338, Honolulu County, Hawaii",0 workers,Margin of Error,39
"TAZ 00000338, Honolulu County, Hawaii",1 worker,Estimate,110
"TAZ 00000338, Honolulu County, Hawaii",1 worker,Margin of Error,57
"TAZ 00000338, Honolulu County, Hawaii",2 workers,Estimate,95
"TAZ 00000338, Honolulu County, Hawaii",2 workers,Margin of Error,73
"TAZ 00000338, Honolulu County, Hawaii",3 workers,Estimate,105
"TAZ 00000338, Honolulu County, Hawaii",3 workers,Margin of Error,60
"TAZ 00000338, Honolulu County, Hawaii",4-or-more workers,Estimate,95
"TAZ 00000338, Honolulu County, Hawaii",4-or-more workers,Margin of Error,56
"TAZ 00000339, Honolulu County, Hawaii","Total, number of workers in household",Estimate,255
"TAZ 00000339, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,105
"TAZ 00000339, Honolulu County, Hawaii",0 workers,Estimate,25
"TAZ 00000339, Honolulu County, Hawaii",0 workers,Margin of Error,35
"TAZ 00000339, Honolulu County, Hawaii",1 worker,Estimate,75
"TAZ 00000339, Honolulu County, Hawaii",1 worker,Margin of Error,59
"TAZ 00000339, Honolulu County, Hawaii",2 workers,Estimate,40
"TAZ 00000339, Honolulu County, Hawaii",2 workers,Margin of Error,64
"TAZ 00000339, Honolulu County, Hawaii",3 workers,Estimate,95
"TAZ 00000339, Honolulu County, Hawaii",3 workers,Margin of Error,64
"TAZ 00000339, Honolulu County, Hawaii",4-or-more workers,Estimate,15
"TAZ 00000339, Honolulu County, Hawaii",4-or-more workers,Margin of Error,27
"TAZ 00000340, Honolulu County, Hawaii","Total, number of workers in household",Estimate,0
"TAZ 00000340, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,11
"TAZ 00000340, Honolulu County, Hawaii",0 workers,Estimate,0
"TAZ 00000340, Honolulu County, Hawaii",0 workers,Margin of Error,11
"TAZ 00000340, Honolulu County, Hawaii",1 worker,Estimate,0
"TAZ 00000340, Honolulu County, Hawaii",1 worker,Margin of Error,11
"TAZ 00000340, Honolulu County, Hawaii",2 workers,Estimate,0
"TAZ 00000340, Honolulu County, Hawaii",2 workers,Margin of Error,11
"TAZ 00000340, Honolulu County, Hawaii",3 workers,Estimate,0
"TAZ 00000340, Honolulu County, Hawaii",3 workers,Margin of Error,11
"TAZ 00000340, Honolulu County, Hawaii",4-or-more workers,Estimate,0
"TAZ 00000340, Honolulu County, Hawaii",4-or-more workers,Margin of Error,11
"TAZ 00000341, Honolulu County, Hawaii","Total, number of workers in household",Estimate,340
"TAZ 00000341, Honolulu County, Hawaii","Total, number of workers in household",Margin of Error,75
"TAZ 00000341, Honolulu County, Hawaii",0 workers,Estimate,90
"TAZ 00000341, Honolulu County, Hawaii",0 workers,Margin of Error,65
"TAZ 00000341, Honolulu County, Hawaii",1 worker,Estimate,120
"TAZ 00000341, Honolulu County, Hawaii",1 worker,Margin of Error,61
"TAZ 00000341, Honolulu County, Hawaii",2 workers,Estimate,100
"TAZ 00000341, Honolulu County, Hawaii",2 workers,Margin of Error,60
"TAZ 00000341, Honolulu County, Hawaii",3 workers,Estimate,20
